0.00140632,1
0.002529,1
0.00492859,1
0.00496882,1
0.0066217,1
0.0121664,1
0.0124446,1
0.0125248,1
0.0136146,1
0.0146595,1
0.0152869,1
0.0167521,1
0.0186355,1
0.019946,1
0.0202482,1
0.0207252,1
0.0217768,1
0.0222668,1
0.0226663,1
0.0230069,1
0.0237345,1
0.0242459,1
0.024758,1
0.0252251,1
0.0255606,1
0.0266758,1
0.0289549,1
0.0292911,1
0.0294031,1
0.0294447,1
0.0308054,1
0.031299,1
0.0318475,1
0.0318757,1
0.0337995,1
0.0339572,1
0.0344356,1
0.0359829,1
0.0360491,1
0.0373516,1
0.0388072,1
0.0388164,1
0.0404532,1
0.0408778,1
0.0411288,1
0.0415528,1
0.0420039,1
0.0427736,1
0.0429955,1
0.0439838,1
0.0445811,1
0.0449233,1
0.0452255,1
0.0454505,1
0.045922,1
0.0467413,1
0.0470651,1
0.0481877,1
0.0498889,1
0.0529929,1
0.0543026,1
0.0558117,1
0.0562993,1
0.0571132,1
0.0573259,1
0.057364,1
0.0576535,1
0.059463,1
0.0606975,1
0.0627441,1
0.0633468,1
0.0689133,1
0.0693328,1
0.0693552,1
0.0694705,1
0.0705541,1
0.0706456,1
0.0710946,1
0.071161,1
0.0712776,1
0.0776235,1
0.0799312,1
0.08239,1
0.0833554,1
0.0835913,1
0.0873252,1
0.0896878,1
0.0898464,1
0.090363,1
0.0917849,1
0.0981594,1
0.0991333,1
0.0991387,1
0.0991948,1
0.0997188,1
0.09994,1
0.100825,1
0.100898,1
0.103711,1
0.104291,1
0.104601,1
0.104867,1
0.105369,1
0.106316,1
0.108535,1
0.11086,1
0.112056,1
0.112632,1
0.113312,1
0.114682,1
0.115256,1
0.115601,1
0.116669,1
0.118738,1
0.119383,1
0.119763,1
0.120307,1
0.120312,1
0.120695,1
0.122105,1
0.122741,1
0.123073,1
0.123169,1
0.124491,1
0.126364,1
0.126453,1
0.128816,1
0.129502,1
0.131333,1
0.132003,1
0.132196,1
0.132673,1
0.133236,1
0.133332,1
0.135374,1
0.135909,1
0.137949,1
0.138065,1
0.138505,1
0.140437,1
0.141043,1
0.141849,1
0.143524,1
0.144795,1
0.145818,1
0.146456,1
0.148107,1
0.149472,1
0.149734,1
0.14988,1
0.15023,1
0.150842,1
0.151433,1
0.151707,1
0.151732,1
0.152252,1
0.153458,1
0.153861,1
0.154326,1
0.155452,1
0.155806,1
0.156985,1
0.158559,1
0.15934,1
0.15965,1
0.160307,1
0.160988,1
0.164048,1
0.164153,1
0.165,1
0.165136,1
0.166285,1
0.167582,1
0.170014,1
0.17126,1
0.17628,1
0.179456,1
0.179758,1
0.179767,1
0.180596,1
0.181392,1
0.182234,1
0.183205,1
0.183828,1
0.184935,1
0.184961,1
0.185455,1
0.187003,1
0.191179,1
0.191477,1
0.192916,1
0.194009,1
0.194469,1
0.199664,1
0.200593,1
